"Year","pct_early","pct_election_day","pct_mail"
2018,28.6251058792491,64.3098842618307,7.06500985892024
2020,32.3995811697612,14.3932065208444,49.4886780835224
2022,21.5763120021659,59.116031861383,19.3076561364511
20182022,28.497747398294,41.6618364922181,28.2489176674746
